date,flight,type,route,mc,lent_num,arrive_runway,bag_waight,mc_arrive,hatch_open,err_hatch_open,beg_unload_spo,end_unload_spo,beg_unload_sobgp,end_unload_sobgp,end_unload_tgo,err_end_unload,violation_standart,time_beg_lenta,time_end_lenta,violation_first_bag,violation_last_bag,deliver_1_beg,deliver_1_end,deliver_2_beg,deliver_2_end,deliver_3_beg,deliver_3_end,senior_loader,company,bag_status
2026-06-08,ДР 476 ,7С8,САРАТОВ(ГАГАРИН),44,Y(А07),01:53,276,2026-06-08 02:02:00,2026-06-08 02:04:00,,2026-06-08 02:04:00,2026-06-08 02:07:00,2026-06-08 02:04:00,2026-06-08 02:07:00,2026-06-08 02:08:00,,1.0,2026-06-08 02:17:00,2026-06-08 02:18:00,,0.0,2026-06-08 02:10:00,2026-06-08 02:16:00,,,,,Кейта А. С.,Победа,Выдача до 30 минут
2026-06-08,ДР 422D,73Х,САМАРА(КУРУМОЧ),57,Y(А04),02:00,271,-1,,,2026-06-08 02:18:00,2026-06-08 02:21:00,2026-06-08 02:18:00,2026-06-08 02:21:00,,,1.0,2026-06-08 02:35:00,2026-06-08 02:36:00,,0.0,2026-06-08 02:25:00,2026-06-08 02:34:00,,,,,Аристархов Н. В.,Победа,Некорректно проставлены отметки
2026-06-08,NE 644 ,320,ШАРМ ЭЛЬ ШЕЙХ(ШАРМ ЭЛЬ ШЕЙХ ИНТЛ.),20,Y(А09),02:35,1364,2026-06-08 02:46:00,2026-06-08 02:48:00,,2026-06-08 03:01:00,2026-06-08 03:02:00,2026-06-08 03:01:00,2026-06-08 03:02:00,2026-06-08 02:59:00,3.0,,2026-06-08 02:58:00,2026-06-08 03:06:00,,0.0,2026-06-08 02:54:00,2026-06-08 02:59:00,2026-06-08 03:01:00,2026-06-08 03:05:00,,,Екимов С. С.,Nesma Airlines,Выдача до 30 минут
2026-06-08,PC 386 ,32Щ,СТАМБУЛ(САБИХА ГОКЦЕН),19,Y(А10),02:39,2872,2026-06-08 02:48:00,2026-06-08 02:49:00,,2026-06-08 02:53:00,2026-06-08 03:09:00,2026-06-08 02:53:00,2026-06-08 03:09:00,2026-06-08 03:11:00,,,2026-06-08 03:05:00,2026-06-08 03:23:00,,5.0,2026-06-08 02:59:00,2026-06-08 03:05:00,2026-06-08 03:14:00,2026-06-08 03:18:00,,,"Кейта А. С., Тришкин А. В.",Pegasus,Выдача от 30 до 40 минут
2026-06-08,ДР 6950 ,73Х,СОЧИ,62,Y(А04),03:32,486,2026-06-08 03:41:00,2026-06-08 03:45:00,1.0,2026-06-08 03:46:00,2026-06-08 03:51:00,2026-06-08 03:46:00,2026-06-08 03:51:00,2026-06-08 03:48:00,3.0,2.0,2026-06-08 03:59:00,2026-06-08 04:00:00,,0.0,2026-06-08 03:52:00,2026-06-08 03:58:00,,,,,Соколов И. С.,Победа,Выдача до 30 минут
2026-06-08,VF 587 ,73Х,АНКАРА(ЕСЕНБОГА),25,Y(А12),03:56,1955,2026-06-08 04:06:00,2026-06-08 04:10:00,1.0,2026-06-08 04:11:00,2026-06-08 04:23:00,2026-06-08 04:17:00,2026-06-08 04:23:00,2026-06-08 04:23:00,,,2026-06-08 04:20:00,2026-06-08 04:30:00,,0.0,2026-06-08 04:25:00,2026-06-08 04:28:00,2026-06-08 04:17:00,2026-06-08 04:20:00,,,"Андреев А. М., Коляскин А. Г.",AJET,Выдача до 30 минут
2026-06-08,3F 323 ,320,ЕРЕВАН(ЗВАРТНОЦ ИНТЛ),27,Y(А13),04:05,673,2026-06-08 04:13:00,2026-06-08 04:15:00,,2026-06-08 04:18:00,2026-06-08 04:22:00,2026-06-08 04:18:00,2026-06-08 04:22:00,2026-06-08 04:21:00,1.0,,2026-06-08 04:26:00,2026-06-08 04:27:00,,0.0,2026-06-08 04:22:00,2026-06-08 04:26:00,,,,,Чеканов В. А.,FLYONE Armenia,Выдача до 30 минут
2026-06-08,PC 1456 ,32Щ,БОДРУМ(МИЛАС),21,Y(А09),04:31,1611,2026-06-08 04:41:00,2026-06-08 04:42:00,,2026-06-08 04:45:00,2026-06-08 04:54:00,2026-06-08 04:45:00,2026-06-08 04:54:00,2026-06-08 04:56:00,,,2026-06-08 04:53:00,2026-06-08 05:02:00,,0.0,2026-06-08 04:49:00,2026-06-08 04:53:00,2026-06-08 04:54:00,2026-06-08 04:58:00,,,"Барабанов А. М., Соколов И. С.",Pegasus,Выдача до 30 минут
2026-06-08,TK 419 ,332,СТАМБУЛ(СТАМБУЛ НЬЮ),23,Y(А10),04:36,3136,2026-06-08 04:50:00,2026-06-08 04:55:00,2.0,2026-06-08 04:52:00,2026-06-08 05:06:00,2026-06-08 04:52:00,2026-06-08 05:06:00,2026-06-08 05:15:00,,,2026-06-08 05:02:00,2026-06-08 05:12:00,,0.0,2026-06-08 04:56:00,2026-06-08 05:13:00,2026-06-08 05:08:00,2026-06-08 05:29:00,,,"Демчук Д. П., Иванов В. А.",Turkish Airlines,Выдача до 30 минут
2026-06-08,VF 277 ,73Х,СТАМБУЛ(САБИХА ГОКЦЕН),24,Y(А11),04:40,1619,2026-06-08 04:51:00,2026-06-08 04:55:00,1.0,2026-06-08 04:56:00,2026-06-08 05:10:00,2026-06-08 04:56:00,2026-06-08 05:10:00,2026-06-08 05:06:00,4.0,3.0,2026-06-08 05:08:00,2026-06-08 05:18:00,,0.0,2026-06-08 05:03:00,2026-06-08 05:09:00,2026-06-08 05:12:00,2026-06-08 05:16:00,,,Тришкин А. В.,AJET,Выдача до 30 минут
2026-06-08,PC 390 ,32Щ,СТАМБУЛ(САБИХА ГОКЦЕН),20,Y(А09),04:43,1709,2026-06-08 04:52:00,2026-06-08 04:56:00,1.0,2026-06-08 04:56:00,2026-06-08 05:10:00,2026-06-08 04:56:00,2026-06-08 05:10:00,2026-06-08 05:07:00,3.0,3.0,2026-06-08 05:07:00,2026-06-08 05:16:00,,0.0,2026-06-08 05:03:00,2026-06-08 05:07:00,2026-06-08 05:11:00,2026-06-08 05:16:00,,,Екимов С. С.,Pegasus,Выдача до 30 минут
2026-06-08,ДР 116D,73Х,СОЧИ,49,Y(А05),04:49,471,2026-06-08 04:56:00,2026-06-08 04:57:00,,2026-06-08 05:02:00,2026-06-08 05:06:00,2026-06-08 05:02:00,2026-06-08 05:06:00,2026-06-08 05:03:00,3.0,1.0,2026-06-08 05:14:00,2026-06-08 05:15:00,,0.0,2026-06-08 05:07:00,2026-06-08 05:12:00,,,,,Кейта А. С.,Победа,Выдача до 30 минут
2026-06-08,ДР 408 ,73Х,ЕКАТЕРИНБУРГ(КОЛЬЦОВО),50,Y(А04),04:53,362,2026-06-08 05:04:00,2026-06-08 05:05:00,,2026-06-08 05:05:00,2026-06-08 05:09:00,2026-06-08 05:05:00,2026-06-08 05:09:00,2026-06-08 05:10:00,,2.0,2026-06-08 05:15:00,2026-06-08 05:17:00,,0.0,2026-06-08 05:10:00,2026-06-08 05:16:00,,,,,Коляскин А. Г.,Победа,Выдача до 30 минут
2026-06-08,NE 600 ,320,ХУРГАДА(ХУРГАДА ИНТЛ.),26,Y(А11),05:20,1857,2026-06-08 05:35:00,2026-06-08 05:39:00,1.0,2026-06-08 05:39:00,2026-06-08 05:52:00,2026-06-08 05:39:00,2026-06-08 05:52:00,2026-06-08 05:51:00,1.0,1.0,2026-06-08 05:51:00,2026-06-08 06:01:00,,0.0,2026-06-08 05:47:00,2026-06-08 05:52:00,2026-06-08 05:57:00,2026-06-08 06:00:00,,,Харитонов- Тихонов И. А.,Nesma Airlines,Выдача до 30 минут
2026-06-08,ДР 436 ,73Х,УФА,36,Y(А04),05:26,248,2026-06-08 05:32:00,2026-06-08 05:33:00,,2026-06-08 05:36:00,2026-06-08 05:39:00,2026-06-08 05:36:00,2026-06-08 05:39:00,2026-06-08 05:38:00,1.0,1.0,2026-06-08 05:45:00,2026-06-08 05:47:00,,0.0,2026-06-08 05:40:00,2026-06-08 05:46:00,,,,,Андреев А. М.,Победа,Выдача до 30 минут
2026-06-08,7Q 1777 ,320,ТАШКЕНТ(ТАШКЕНТ ИНТЛ.),29,Y(А09),05:32,1548,2026-06-08 05:44:00,2026-06-08 05:45:00,,2026-06-08 05:47:00,2026-06-08 05:57:00,2026-06-08 05:47:00,2026-06-08 05:57:00,2026-06-08 05:58:00,,,2026-06-08 05:54:00,2026-06-08 06:02:00,,0.0,2026-06-08 05:52:00,2026-06-08 05:54:00,2026-06-08 05:59:00,2026-06-08 06:03:00,,,Кейта А. С.,Asia Union Airlines,Выдача до 30 минут
2026-06-08,TK 407 ,333,СТАМБУЛ(СТАМБУЛ НЬЮ),22,Y(А10),05:40,2964,2026-06-08 05:54:00,2026-06-08 05:57:00,,2026-06-08 05:57:00,2026-06-08 06:07:00,2026-06-08 05:57:00,2026-06-08 06:07:00,2026-06-08 06:18:00,,,2026-06-08 06:10:00,2026-06-08 06:17:00,,0.0,2026-06-08 05:57:00,2026-06-08 06:25:00,2026-06-08 05:51:00,2026-06-08 06:16:00,,,Чеканов В. А.,Turkish Airlines,Выдача до 30 минут
2026-06-08,PC 1458 ,32Щ,ДАЛАМАН,21,Y(А12),05:47,1120,2026-06-08 06:01:00,2026-06-08 06:03:00,,2026-06-08 06:06:00,2026-06-08 06:13:00,2026-06-08 06:06:00,2026-06-08 06:13:00,2026-06-08 06:12:00,1.0,,2026-06-08 06:20:00,2026-06-08 06:22:00,,0.0,2026-06-08 06:14:00,2026-06-08 06:21:00,,,,,Коляскин А. Г.,Pegasus,Выдача до 30 минут
2026-06-08,ЮВ 301 ,ЦР2,БУГУЛЬМА,45,Y(А07),05:50,289,2026-06-08 05:56:00,2026-06-08 05:56:00,,2026-06-08 05:57:00,2026-06-08 06:00:00,2026-06-08 05:57:00,2026-06-08 06:00:00,2026-06-08 06:02:00,,1.0,2026-06-08 06:05:00,2026-06-08 06:06:00,,0.0,2026-06-08 06:00:00,2026-06-08 06:05:00,,,,,Иванов В. А.,ЮВТ АЭРО,Выдача до 30 минут
2026-06-08,ДР 434 ,73Х,ПЕРМЬ(БОЛЬШОЕ САВИНО),42,Y(А05),05:54,424,2026-06-08 06:00:00,2026-06-08 06:02:00,,2026-06-08 06:05:00,2026-06-08 06:12:00,2026-06-08 06:05:00,2026-06-08 06:12:00,2026-06-08 06:07:00,5.0,4.0,2026-06-08 06:17:00,2026-06-08 06:19:00,,0.0,2026-06-08 06:12:00,2026-06-08 06:17:00,,,,,Вазиров Т. В.,Победа,Выдача до 30 минут
2026-06-08,NE 618 ,320,ХУРГАДА(ХУРГАДА ИНТЛ.),25,Y(А11),05:58,1605,2026-06-08 06:09:00,2026-06-08 06:11:00,,2026-06-08 06:14:00,2026-06-08 06:32:00,2026-06-08 06:14:00,2026-06-08 06:32:00,2026-06-08 06:24:00,8.0,7.0,2026-06-08 06:24:00,2026-06-08 06:36:00,,0.0,2026-06-08 06:21:00,2026-06-08 06:25:00,2026-06-08 06:32:00,2026-06-08 06:36:00,,,Аристархов Н. В.,Nesma Airlines,Выдача до 30 минут
2026-06-08,ЮТ 786 ,73Х,ЕРЕВАН(ЗВАРТНОЦ ИНТЛ),16,Y(А13),06:02,945,2026-06-08 06:13:00,2026-06-08 06:16:00,,2026-06-08 06:21:00,2026-06-08 06:28:00,2026-06-08 06:21:00,2026-06-08 06:28:00,2026-06-08 06:23:00,5.0,1.0,2026-06-08 06:35:00,2026-06-08 06:38:00,,0.0,2026-06-08 06:30:00,2026-06-08 06:36:00,,,,,Соколов И. С.,Ютэйр,Выдача до 30 минут
2026-06-08,ДР 414 ,7С8,ЧЕЛЯБИНСК(БАЛАНДИНО),37,Y(А04),06:52,479,2026-06-08 07:01:00,2026-06-08 07:04:00,,2026-06-08 07:04:00,2026-06-08 07:09:00,2026-06-08 07:04:00,2026-06-08 07:09:00,2026-06-08 07:08:00,1.0,2.0,2026-06-08 07:15:00,2026-06-08 07:17:00,,0.0,2026-06-08 07:10:00,2026-06-08 07:15:00,,,,,Демчук Д. П.,Победа,Выдача до 30 минут
2026-06-08,4S 337 ,7С8,ШАРМ ЭЛЬ ШЕЙХ(ШАРМ ЭЛЬ ШЕЙХ ИНТЛ.),20,Y(А11),06:56,1822,2026-06-08 07:09:00,2026-06-08 07:10:00,,2026-06-08 07:11:00,2026-06-08 07:24:00,2026-06-08 07:11:00,2026-06-08 07:24:00,2026-06-08 07:25:00,,1.0,2026-06-08 07:22:00,2026-06-08 07:29:00,,0.0,2026-06-08 07:17:00,2026-06-08 07:23:00,2026-06-08 07:24:00,2026-06-08 07:30:00,,,Екимов С. С.,Red Sea,Выдача до 30 минут
2026-06-08,ФВ 6019 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),8,Y(А05),07:05,12,2026-06-08 07:16:00,2026-06-08 07:17:00,,2026-06-08 07:18:00,2026-06-08 07:19:00,2026-06-08 07:18:00,2026-06-08 07:19:00,2026-06-08 07:20:00,,1.0,2026-06-08 07:21:00,2026-06-08 07:22:00,,0.0,2026-06-08 07:19:00,2026-06-08 07:21:00,,,,,Шамсов Б. С.,Россия,Выдача до 30 минут
2026-06-08,А4 7062 ,СУ9,МАГНИТОГОРСК,49,Y(А07),07:11,156,-1,,,2026-06-08 07:20:00,2026-06-08 07:23:00,2026-06-08 07:20:00,2026-06-08 07:23:00,,,2.0,2026-06-08 07:36:00,2026-06-08 07:37:00,,0.0,2026-06-08 07:25:00,2026-06-08 07:31:00,,,,,Соболь М. Ф.,Азимут,Некорректно проставлены отметки
2026-06-08,ХИ 9607 ,32Н,БУХАРА(БУХАРА ИНТЛ.),23,Y(А10),07:29,1557,2026-06-08 07:39:00,2026-06-08 07:41:00,,2026-06-08 07:42:00,2026-06-08 07:56:00,2026-06-08 07:42:00,2026-06-08 07:56:00,2026-06-08 07:53:00,3.0,4.0,2026-06-08 07:51:00,2026-06-08 07:56:00,,0.0,2026-06-08 07:47:00,2026-06-08 07:51:00,2026-06-08 07:52:00,2026-06-08 07:57:00,,,Потапов Е. А.,UZBEKISTAN AIRWAYS,Выдача до 30 минут
2026-06-08,ХИ 9813 ,32Н,ТАШКЕНТ(ТАШКЕНТ ИНТЛ.),27,Y(А09),07:31,1906,2026-06-08 07:40:00,2026-06-08 07:42:00,,2026-06-08 07:42:00,2026-06-08 07:56:00,2026-06-08 07:42:00,2026-06-08 07:56:00,2026-06-08 07:57:00,,1.0,2026-06-08 07:52:00,2026-06-08 07:59:00,,0.0,2026-06-08 07:49:00,2026-06-08 07:52:00,2026-06-08 07:56:00,2026-06-08 07:59:00,,,"Галушко В., Ушаков М. В.",UZBEKISTAN AIRWAYS,Выдача до 30 минут
2026-06-08,ХИ 9615 ,320,УРГЕНЧ(УРГЕНЧ ИНТЛ.),26,Y(А12),07:42,1369,2026-06-08 07:56:00,2026-06-08 07:58:00,,2026-06-08 08:01:00,2026-06-08 08:10:00,2026-06-08 08:01:00,2026-06-08 08:10:00,2026-06-08 08:09:00,1.0,,2026-06-08 08:11:00,2026-06-08 08:16:00,,0.0,2026-06-08 08:06:00,2026-06-08 08:10:00,2026-06-08 08:12:00,2026-06-08 08:16:00,,,Андреев А. М.,UZBEKISTAN AIRWAYS,Выдача до 30 минут
2026-06-08,В2 981 ,Е75,МИНСК(МИНСК ИНТЛ.),29,Y(А13),07:46,752,2026-06-08 07:56:00,2026-06-08 07:56:00,,2026-06-08 07:59:00,2026-06-08 08:05:00,2026-06-08 07:59:00,2026-06-08 08:05:00,2026-06-08 08:05:00,,1.0,2026-06-08 08:10:00,2026-06-08 08:12:00,,0.0,2026-06-08 08:06:00,2026-06-08 08:10:00,,,,,Шамсов Б. С.,Белавиа,Выдача до 30 минут
2026-06-08,NE 610 ,320,ХУРГАДА(ХУРГАДА ИНТЛ.),30,Y(А11),07:48,1904,2026-06-08 08:02:00,2026-06-08 08:05:00,,2026-06-08 08:07:00,2026-06-08 08:19:00,2026-06-08 08:07:00,2026-06-08 08:19:00,2026-06-08 08:19:00,,,2026-06-08 08:16:00,2026-06-08 08:28:00,,0.0,2026-06-08 08:13:00,2026-06-08 08:16:00,2026-06-08 08:24:00,2026-06-08 08:28:00,,,Лесной Д. А.,Nesma Airlines,Выдача до 30 минут
2026-06-08,ЮТ 572 ,73Х,КРАСНОЯРСК,25,Y(А08),07:52,678,2026-06-08 08:01:00,2026-06-08 08:02:00,,2026-06-08 08:04:00,2026-06-08 08:10:00,2026-06-08 08:04:00,2026-06-08 08:10:00,2026-06-08 08:10:00,,1.0,2026-06-08 08:14:00,2026-06-08 08:18:00,,0.0,2026-06-08 08:12:00,2026-06-08 08:14:00,,,,,Скулов Е. С.,Ютэйр,Выдача до 30 минут
2026-06-08,ДР 744 ,7С8,ОШ,61,Y(А13),07:54,420,-1,,,2026-06-08 08:09:00,2026-06-08 08:12:00,2026-06-08 08:09:00,2026-06-08 08:12:00,,,,2026-06-08 08:23:00,2026-06-08 08:24:00,,0.0,2026-06-08 08:15:00,2026-06-08 08:23:00,,,,,Кутейников А. В.,Победа,Некорректно проставлены отметки
2026-06-08,ЮТ 454 ,73Х,ТЮМЕНЬ(РОЩИНО),15,Y(А06),08:02,764,2026-06-08 08:09:00,2026-06-08 08:11:00,,2026-06-08 08:15:00,2026-06-08 08:25:00,2026-06-08 08:15:00,2026-06-08 08:25:00,2026-06-08 08:18:00,7.0,5.0,2026-06-08 08:33:00,2026-06-08 08:35:00,4.0,0.0,2026-06-08 08:28:00,2026-06-08 08:31:00,,,,,Соболь М. Ф.,Ютэйр,Выдача до 30 минут
2026-06-08,ЮТ 248 ,73Х,СУРГУТ,24,Y(А05),08:11,522,2026-06-08 08:21:00,2026-06-08 08:23:00,,2026-06-08 08:23:00,2026-06-08 08:30:00,2026-06-08 08:23:00,2026-06-08 08:30:00,2026-06-08 08:28:00,2.0,4.0,2026-06-08 08:35:00,2026-06-08 08:37:00,,0.0,2026-06-08 08:31:00,2026-06-08 08:34:00,,,,,Федоров Н. В.,Ютэйр,Выдача до 30 минут
2026-06-08,ФВ 6051 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),9,Y(А04),08:14,41,2026-06-08 08:27:00,2026-06-08 08:29:00,,2026-06-08 08:30:00,2026-06-08 08:31:00,2026-06-08 08:30:00,2026-06-08 08:31:00,2026-06-08 08:31:00,,1.0,2026-06-08 08:34:00,2026-06-08 08:35:00,,0.0,2026-06-08 08:31:00,2026-06-08 08:34:00,,,,,Галушко В.,Россия,Выдача до 30 минут
2026-06-08,ЯК 473 ,7С8,ЯКУТСК,14,Y(А07),08:18,1172,2026-06-08 08:29:00,2026-06-08 08:29:00,,2026-06-08 08:30:00,2026-06-08 08:50:00,2026-06-08 08:30:00,2026-06-08 08:50:00,2026-06-08 08:37:00,13.0,16.0,2026-06-08 08:54:00,2026-06-08 08:56:00,5.0,0.0,2026-06-08 08:50:00,2026-06-08 08:55:00,,,,,Баташан В. Ю.,Якутия,Выдача до 30 минут
2026-06-08,А4 7020 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),51A,Y(А04),08:22,19,2026-06-08 08:39:00,2026-06-08 08:42:00,,2026-06-08 08:41:00,2026-06-08 08:42:00,2026-06-08 08:41:00,2026-06-08 08:42:00,2026-06-08 08:43:00,,1.0,2026-06-08 08:47:00,2026-06-08 08:48:00,,0.0,2026-06-08 08:41:00,2026-06-08 08:47:00,,,,,Королев А. А.,Азимут,Выдача до 30 минут
2026-06-08,ЮТ 352 ,73Е,ХАНТЫ-МАНСИЙСК,12,Y(А04),08:27,137,2026-06-08 08:36:00,2026-06-08 08:37:00,,2026-06-08 08:40:00,2026-06-08 08:42:00,2026-06-08 08:40:00,2026-06-08 08:42:00,2026-06-08 08:41:00,1.0,1.0,2026-06-08 08:45:00,2026-06-08 08:46:00,,0.0,2026-06-08 08:43:00,2026-06-08 08:46:00,,,,,Лаптев В. В.,Ютэйр,Выдача до 30 минут
2026-06-08,DV 809 ,738,АЛМАТЫ(АЛМАТЫ ИНТЛ.),19,Y(А13),08:35,465,2026-06-08 08:46:00,2026-06-08 08:46:00,,2026-06-08 08:48:00,2026-06-08 08:51:00,2026-06-08 08:48:00,2026-06-08 08:51:00,2026-06-08 08:53:00,,,2026-06-08 08:59:00,2026-06-08 09:00:00,,0.0,2026-06-08 08:51:00,2026-06-08 08:59:00,,,,,"Минченко А. И., Поляков К. Н.",SCAT Airlines,Выдача до 30 минут
2026-06-08,3F 321 ,321,ЕРЕВАН(ЗВАРТНОЦ ИНТЛ),18,Y(А13),08:50,1041,2026-06-08 09:02:00,2026-06-08 09:03:00,,2026-06-08 09:05:00,2026-06-08 09:12:00,2026-06-08 09:05:00,2026-06-08 09:12:00,2026-06-08 09:13:00,,,2026-06-08 09:21:00,2026-06-08 09:22:00,,0.0,2026-06-08 09:14:00,2026-06-08 09:21:00,,,,,Соболь М. Ф.,FLYONE Armenia,Выдача до 30 минут
2026-06-08,ЮТ 356 ,73Х,ГРОЗНЫЙ(СЕВЕРНЫЙ),11,Y(А05),09:00,254,2026-06-08 09:09:00,2026-06-08 09:09:00,,2026-06-08 09:12:00,2026-06-08 09:18:00,2026-06-08 09:12:00,2026-06-08 09:18:00,2026-06-08 09:15:00,3.0,4.0,2026-06-08 09:21:00,2026-06-08 09:23:00,,0.0,2026-06-08 09:18:00,2026-06-08 09:21:00,,,,,Лаптев В. В.,Ютэйр,Выдача до 30 минут
2026-06-08,ЮТ 560 ,73Х,МАХАЧКАЛА,21,Y(А07),09:05,578,2026-06-08 09:12:00,2026-06-08 09:16:00,1.0,2026-06-08 09:17:00,2026-06-08 09:28:00,2026-06-08 09:17:00,2026-06-08 09:28:00,2026-06-08 09:20:00,8.0,7.0,2026-06-08 09:44:00,2026-06-08 09:47:00,2.0,5.0,2026-06-08 09:29:00,2026-06-08 09:32:00,,,,,Попов Д. В.,Ютэйр,Выдача от 30 до 40 минут
2026-06-08,ЯМ 597 ,73Х,МИРНЫЙ,3,Y(А06),09:09,1205,2026-06-08 09:16:00,2026-06-08 09:20:00,1.0,2026-06-08 09:20:00,2026-06-08 09:29:00,2026-06-08 09:20:00,2026-06-08 09:29:00,2026-06-08 09:28:00,1.0,1.0,2026-06-08 09:30:00,2026-06-08 09:35:00,,0.0,2026-06-08 09:27:00,2026-06-08 09:30:00,2026-06-08 09:31:00,2026-06-08 09:36:00,,,Лесной Д. А.,Алроса,Выдача до 30 минут
2026-06-08,ФВ 6003 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),8,Y(А04),09:16,101,2026-06-08 09:26:00,2026-06-08 09:27:00,,2026-06-08 09:28:00,2026-06-08 09:30:00,2026-06-08 09:28:00,2026-06-08 09:30:00,2026-06-08 09:31:00,,1.0,2026-06-08 09:33:00,2026-06-08 09:34:00,,0.0,2026-06-08 09:30:00,2026-06-08 09:41:00,,,,,Ушаков Г. А.,Россия,Выдача до 30 минут
2026-06-08,КГ 555 ,320,ОШ,22,Y(А13),09:19,2899,2026-06-08 09:31:00,2026-06-08 09:34:00,,2026-06-08 09:35:00,2026-06-08 09:56:00,2026-06-08 09:35:00,2026-06-08 09:56:00,2026-06-08 09:54:00,2.0,2.0,2026-06-08 09:51:00,2026-06-08 10:03:00,,2.0,2026-06-08 09:59:00,2026-06-08 10:04:00,2026-06-08 09:45:00,2026-06-08 09:51:00,,,"Поляков К. Н., Скулов Е. С.",Aero Nomad,Выдача от 30 до 40 минут
2026-06-08,ВГ 2390 ,ЯК4,ВОЛОГДА,45,Y(А04),09:25,73,2026-06-08 09:31:00,2026-06-08 09:32:00,,2026-06-08 09:33:00,2026-06-08 09:35:00,2026-06-08 09:33:00,2026-06-08 09:35:00,2026-06-08 09:35:00,,2.0,,-1,,0.0,,,,,,,Андреев А. М.,Вологодское АП,Некорректно проставлены отметки
2026-06-08,AZV 3004 ,763,АНТАЛЬЯ,2,Y(А09),09:51,2666,2026-06-08 10:13:00,2026-06-08 10:14:00,,2026-06-08 10:17:00,2026-06-08 10:30:00,2026-06-08 10:17:00,2026-06-08 10:30:00,2026-06-08 10:35:00,,,2026-06-08 10:30:00,2026-06-08 10:34:00,,0.0,2026-06-08 10:25:00,2026-06-08 10:30:00,2026-06-08 10:26:00,2026-06-08 10:36:00,,,Лесной Д. А.,АЗУР эйр,Выдача до 30 минут
2026-06-08,ЮТ 276F,734,СОЧИ,9,Y(А06),09:56,844,2026-06-08 10:13:00,2026-06-08 10:15:00,,2026-06-08 10:18:00,2026-06-08 10:22:00,2026-06-08 10:18:00,2026-06-08 10:22:00,2026-06-08 10:23:00,,,2026-06-08 10:26:00,2026-06-08 10:30:00,,0.0,2026-06-08 10:24:00,2026-06-08 10:26:00,,,,,Никишин А. В.,Ютэйр,Выдача до 30 минут
2026-06-08,AZV 3002 ,763,АНТАЛЬЯ,19,Y(А11),10:01,895,2026-06-08 10:12:00,2026-06-08 10:16:00,1.0,2026-06-08 10:15:00,2026-06-08 10:22:00,2026-06-08 10:15:00,2026-06-08 10:22:00,2026-06-08 10:22:00,,1.0,2026-06-08 10:32:00,2026-06-08 10:36:00,,0.0,2026-06-08 10:24:00,2026-06-08 10:34:00,,,,,Федоров Н. В.,АЗУР эйр,Выдача до 30 минут
2026-06-08,DV 801 ,7М8,ШЫМКЕНТ(ШЫМКЕНТ ИНТЛ.),20,Y(А13),10:04,900,2026-06-08 10:13:00,2026-06-08 10:13:00,,2026-06-08 10:16:00,2026-06-08 10:24:00,2026-06-08 10:16:00,2026-06-08 10:24:00,2026-06-08 10:23:00,1.0,2.0,2026-06-08 10:32:00,2026-06-08 10:35:00,,0.0,2026-06-08 10:26:00,2026-06-08 10:32:00,,,,,Галушко В.,SCAT Airlines,Выдача до 30 минут
2026-06-08,ЮТ 446 ,73Е,КОГАЛЫМ,13,Y(А05),10:08,465,2026-06-08 10:18:00,2026-06-08 10:18:00,,2026-06-08 10:24:00,2026-06-08 10:28:00,2026-06-08 10:24:00,2026-06-08 10:28:00,2026-06-08 10:25:00,3.0,1.0,2026-06-08 10:33:00,2026-06-08 10:36:00,,0.0,2026-06-08 10:30:00,2026-06-08 10:35:00,,,,,Потапов Е. А.,Ютэйр,Выдача до 30 минут
2026-06-08,ФВ 6005 ,СУ9,САНКТ-ПЕТЕРБУРГ(ПУЛКОВО),10,Y(А04),10:13,120,2026-06-08 10:22:00,2026-06-08 10:26:00,1.0,2026-06-08 10:28:00,2026-06-08 10:30:00,2026-06-08 10:28:00,2026-06-08 10:30:00,2026-06-08 10:27:00,3.0,1.0,2026-06-08 10:35:00,2026-06-08 10:36:00,,0.0,2026-06-08 10:32:00,2026-06-08 10:35:00,,,,,Ушаков М. В.,Россия,Выдача до 30 минут
2026-06-08,ДР 424 ,73Х,САМАРА(КУРУМОЧ),48,Y(А04),10:44,241,2026-06-08 10:56:00,2026-06-08 10:57:00,,2026-06-08 10:57:00,2026-06-08 11:03:00,2026-06-08 10:57:00,2026-06-08 11:03:00,2026-06-08 11:02:00,1.0,4.0,2026-06-08 11:10:00,2026-06-08 11:11:00,,0.0,2026-06-08 11:04:00,2026-06-08 11:11:00,,,,,Соболь М. Ф.,Победа,Выдача до 30 минут
2026-06-08,TK 413 ,333,СТАМБУЛ(СТАМБУЛ НЬЮ),23,Y(А10),10:46,2154,2026-06-08 10:58:00,2026-06-08 11:01:00,,2026-06-08 11:01:00,2026-06-08 11:10:00,2026-06-08 11:01:00,2026-06-08 11:10:00,2026-06-08 11:16:00,,,2026-06-08 11:13:00,2026-06-08 11:19:00,,0.0,2026-06-08 11:25:00,2026-06-08 11:26:00,,,,,"Лаптев В. В., Ушаков Г. А.",Turkish Airlines,Выдача до 30 минут
